filename,fire,smoke
Img_2028_jpg.rf.50866b408f2c689af18ba60e8ca61ef9.jpg,1,0
fire1-1360-_jpg.rf.9916933ae722a9d44d3966cd90c77c73.jpg,1,0
Img_245_jpg.rf.bc5ce747ccf28e3bff38eb431956e966.jpg,1,0
Img_2062_jpg.rf.244559a82530f13fc737057f98534739.jpg,1,0
Img_371_jpg.rf.adbfeed2367d8b3883b76795bed497bb.jpg,1,0
MirrorWEBFire1412_jpg.rf.c59cfd11f8e66027bb5bc8663257aaa0.jpg,1,1
MirrorWEBFire2144_jpg.rf.02068584ba0cd5a0cb0935469939fd21.jpg,1,0
Img_213_jpg.rf.71765502dfaeb27bda37a98e5308c0ae.jpg,1,0
684_jpg.rf.94e9593b0c6fed237380a1f8233fd0c7.jpg,1,0
Img_1182_jpg.rf.ecb2ce243a8f0218e2bc21392d726b83.jpg,1,0
MirrorWEBFire152_jpg.rf.cff909151e8d3df1d6a6125aa55227d5.jpg,1,0
FireDetectionImage_NoiseWEBFire099_jpg.rf.60e6d9a65cc047a4d45eb8bef661101f.jpg,1,1
fire1-1348-_jpg.rf.44586af4252d78c704bc71137d6e3db7.jpg,1,0
FireDetectionImage_NoiseWEBFire1346_jpg.rf.edb673db5b1426796452343eb2238428.jpg,1,0
Img_1395_jpg.rf.bb55502621f4940507b6fdb8dc9fd9e2.jpg,1,0
ck0ndwu8pj3180848zonjasmz_jpeg_jpg.rf.0fc5b28f0b786a8534055a9890d5dbdd.jpg,0,1
fire1-42-_jpg.rf.136d2a01e9a3a5c9da9d3eead829e42a.jpg,1,0
Img_1168_jpg.rf.12ab668487f91a9c757aa2f9d390a2d0.jpg,1,0
Img_511_jpg.rf.0d0c23dac49f63c2d17f6777fee1d78f.jpg,1,0
Img_1497_jpg.rf.c745f69fcacfc5bad7d97d999484fc52.jpg,1,0
60-Copy_jpg.rf.b7015a7f248345ae5480a573c9b9147f.jpg,1,0
Img_1601_jpg.rf.216955d6939ce4fa2aa9da237fc58c58.jpg,1,0
Img_1879_jpg.rf.cdf44b9f42a4e7e727753746a0c1bf0b.jpg,1,0
ck0keq7xa4xxd0863otmigtsy_jpeg_jpg.rf.c7dd55eed15bde0ec6f94b0fe0e03243.jpg,0,1
WEBSmoke1798_jpg.rf.38b82fffd42b64bd23fd5e063fa88bc7.jpg,1,1
new_fire_fire-588_png_jpg.rf.6c2b8ba3c4b26a86b39f892337e80a7c.jpg,1,0
MirrorWEBSmoke1026_jpg.rf.d60776d15731b6779d309b574dbb6e5e.jpg,1,0
WEBSmoke1524_jpg.rf.48f3ebc09ca6fcd1dd1172a11212090d.jpg,1,1
Img_1155_jpg.rf.619f3551c23af0a9335a1aa15f8a6a98.jpg,1,0
0147_jpg.rf.a632a5167997f15681d85f67628ead0f.jpg,1,0
MirrorWEBFire1358_jpg.rf.5fb4ed99b8954198edadeb02f9ff8c45.jpg,1,1
Img_1397_jpg.rf.cb2e57f0e592856b8162689eeec13bb0.jpg,1,0
fire1-479-_jpg.rf.9a24811962d6ff529e9df5991e110d2d.jpg,1,0
Img_1652_jpg.rf.5648ba694cef2848cbd1d1448257f604.jpg,1,0
NoiseWEBFire152_jpg.rf.8332b6bb2c7d163d360d88bcb85b128e.jpg,1,1
Img_1448_jpg.rf.09daca013bfc2d67e234bb1102dbfba3.jpg,1,0
Img_1031_jpg.rf.1ac90f03179eb20425980082c1736f86.jpg,1,0
Img_1113_jpg.rf.3385b50cc6b964773be06c8a3d35a694.jpg,1,0
Img_1983_jpg.rf.8f62ce219768c4169362b9e28caf0556.jpg,1,0
WEBFire177_jpg.rf.53b9e04572e04dda9ade69bb2782c662.jpg,1,1
NoiseWEBSmoke3084_jpg.rf.4872f4b9c5ade1584c747c1c286a105e.jpg,1,1
Img_1110_jpg.rf.93ce0a624ab8bc857e247196f769601c.jpg,1,0
fire1-1293-_jpg.rf.56df04b351417c85da465fa8fca5c5c1.jpg,1,1
WEBSmoke2277_jpg.rf.d3960d0fbed9e831b84f515e6ed30069.jpg,1,1
fire1-360-_jpg.rf.d083d9986e739132a8e04844902d5a81.jpg,1,0
Img_1177_jpg.rf.1e43c93f0d40435fbc14bd8e5f32661c.jpg,1,0
ck0qd5yquiaiq07016q73qoz3_jpeg_jpg.rf.baf5b1fe0bd39f7fea0bb1aafe1892ce.jpg,0,1
fire1-6-_jpg.rf.6663091d8234a9a02c222361ad1e7ca6.jpg,1,1
ck0m1643sidi5083850vpmnkb_jpeg_jpg.rf.ccc9842ce24138f93c7ee244bac68f06.jpg,0,1
Img_1424_jpg.rf.8f5293fd2d9a8592298683e6da01b7d3.jpg,1,0
Img_2057_jpg.rf.31ee6db9551427874f8cd6ecf2b92c94.jpg,1,0
fire1-327-_jpg.rf.e5ca7aa7d95acbd8e67de62cb50bb1ae.jpg,1,0
ck0ty9cx4r9qk0794foscpnun_jpeg_jpg.rf.a244bf9d6c277e44ebe9fbb74b1d75f8.jpg,0,1
fire1-460-_jpg.rf.a76f6119da192d90ff4e12e8b3110b2e.jpg,1,0
Img_484_jpg.rf.29a0c91b653d41568c40bd8a1b290c05.jpg,1,0
WEBFire1424_jpg.rf.57322884af8a88eb054c3f858911f654.jpg,1,0
Img_127_jpg.rf.44a37ee8e2421ad291c90ebf29e0b36e.jpg,1,0
fire1-931-_jpg.rf.145894a0b9bd8e85f097a1e53b65970a.jpg,1,0
59_jpg.rf.beb7d20c512e0f2954b228e0cb7d64af.jpg,1,0
Img_1150_jpg.rf.619cf214eccb7478f7fa832cc09554f3.jpg,1,0
MirrorWEBFire1045_jpg.rf.16da4f8d8d14e92b86211c9bc0265260.jpg,1,0
NoiseWEBSmoke3087_jpg.rf.d5ba1135137f2f56526e922a2aebda28.jpg,1,1
MirrorWEBFire1404_jpg.rf.a05963fd6883ca63fe8f96e0ff5ee4cf.jpg,1,0
Img_2019_jpg.rf.d6e95677bb90ef3d02645c2a4335fad0.jpg,1,0
Img_1798_jpg.rf.17123e9195543523893248a7dda2d4e2.jpg,1,0
fire1-962-_jpg.rf.fa54db718d022ff0b4779637dcd35b08.jpg,1,0
fire1-311-_jpg.rf.0148416ab6bcf406136e19f3c43a16f2.jpg,1,0
new_fire_fire-730_png_jpg.rf.a9e2960ce1cd1c89bca0d913aec77e0a.jpg,1,0
Img_1899_jpg.rf.a60607c64d420e4dbd9c3ed62444e8b6.jpg,1,0
MirrorWEBSmoke013_jpg.rf.21765502fa3afc37e5f37a0c6ce8bfe7.jpg,1,1
WEBSmoke2411_jpg.rf.e96e4637a6158fd99e701872529f441d.jpg,1,1
Img_265_jpg.rf.c03bcd2bcae8b7f5c222ecad16c6c641.jpg,1,0
Img_1888_jpg.rf.9d7a8276655aa280faa853c7e2b3efdb.jpg,1,0
Img_1659_jpg.rf.458823874d6ee7c4c3ed10342328ef4a.jpg,1,0
WEBFire289_jpg.rf.553bb213f585fade5770aaa58f8c86ce.jpg,1,1
WEBFire1198_jpg.rf.4775d63e9f881d705e0a309ca0e0adc3.jpg,1,0
Img_509_jpg.rf.80f8620f43b24a074e6e25ec097659b3.jpg,1,0
8_jpg.rf.ecbed81143064f39b1147e49f7ae3443.jpg,1,0
ck0rp7ve43ul20863ldcq568m_jpeg_jpg.rf.11f179b48a2f9e83d5631c5946015edc.jpg,0,1
WEBFire1412_jpg.rf.aa2287de139c7e8d889abbeddf145df8.jpg,1,0
0124_jpg.rf.9dc472890342299c435f05d3e30a1b4f.jpg,1,1
fire1-332-_jpg.rf.2f98945c9c1af2752ac852edde8c949f.jpg,1,0
ck0u030x8uono0701kp4dvddz_jpeg_jpg.rf.01774955bfb2e4c7832ac4d671c37faf.jpg,0,1
fire1-587-_jpg.rf.d27111ab031990105681cea0291578b4.jpg,1,0
Img_1421_jpg.rf.1fccc97ae57e29eb36cd429853eb123b.jpg,1,0
Img_8_jpg.rf.5385d4cb82612be42ad27118660139f3.jpg,1,0
fire1-182-_jpg.rf.24daf6ff7c421f26c4540f406348f251.jpg,1,0
Img_1064_jpg.rf.33141f481be085c733efb63ee3b8b77d.jpg,1,0
Img_1745_jpg.rf.939539f7f4ab4d5e8a9c6dbf9ac6972c.jpg,1,0
new_fire_fire-8_png_jpg.rf.c34982ffa0ee936818242428b9d695d0.jpg,1,1
fire1-50-_jpg.rf.45b1fe8336aded041ed1593f1f3b2f6b.jpg,1,0
WEBSmoke1735_jpg.rf.1270a100e3a4cc44653b6262de2fad18.jpg,1,1
NoiseWEBFire1107_jpg.rf.8ac753a813940f46f3aada65dfdb5c5a.jpg,1,1
Img_2007_jpg.rf.24620e6ad7c7f80372d9af5e6c5f8314.jpg,1,0
Img_252_jpg.rf.676ba104cce6fdcae6343bc5c188d500.jpg,1,0
fire1-518-_jpg.rf.a5b4dbd01a6c8aeefefaccbf66005e73.jpg,1,0
fire1-79-_jpg.rf.773a9fb60654a3b177fbd46a2ac05721.jpg,1,0
Img_8_jpg.rf.30ecdefa6036dfd91abf1f6d942fc21b.jpg,1,0
Img_1183_jpg.rf.dbea4a5d521840954ae0dd6051b4048c.jpg,1,0
MirrorWEBSmoke1089_jpg.rf.0f48f8ea779ef5b363d4550e0a3b9a32.jpg,1,1
Img_1176_jpg.rf.cccf2ddc9c7535a4be2080551d5b6328.jpg,1,0
WEBFire575_jpg.rf.284e340197626ca51621f17d80ad2b8d.jpg,1,1
ezgif-frame-093_jpg.rf.a773e63d3c0a1d75e4020444fbdd6140.jpg,1,0
WEBFire1136_jpg.rf.669d889fe1a1f2b2da4bc772633433aa.jpg,1,0
Img_1630_jpg.rf.c86d5a8f0b90f89212fb1cea243b8c49.jpg,1,0
Img_1960_jpg.rf.7f103e5c5ba32526f1102dca69cf450f.jpg,1,0
Img_1497_jpg.rf.6238becf41dc124efae8290157977f6c.jpg,1,0
ck0u101es74sl08484y0z9pb6_jpeg_jpg.rf.3a499947e92eae9355227d0d9c600d64.jpg,0,1
fire1-464-_jpg.rf.095458415af9cf71cd89d1c75bcdc1c8.jpg,1,0
fire1-551-_jpg.rf.decdba5f4c57e8ec1cf547c39c8132de.jpg,1,0
fire1-1354-_jpg.rf.46a128561647ed85f13c8b4f2938a9d5.jpg,1,0
Img_1278_jpg.rf.bd4818bc9f1c370078b6bc840d2da67e.jpg,1,0
Img_2023_jpg.rf.19b7113c5ac37fdc90def1bb030c490e.jpg,1,0
Img_1749_jpg.rf.df6715f5cf2b685eea56882c239d980f.jpg,1,0
Img_1628_jpg.rf.fb5fbaa48a720c35803812904f577752.jpg,1,0
fire1-389-_jpg.rf.18aba17faeee14a78fa68dbf54772f3e.jpg,1,0
fire1-524-_jpg.rf.178f867837bc424635dd71f5306ca1cf.jpg,1,0
Img_1256_jpg.rf.7311ca88f13358e7581ee9050e962098.jpg,1,0
FireDetectionImage_NoiseWEBFire1137_jpg.rf.62f791707174934958f3ec76e615d7c8.jpg,1,0
new_fire_fire-474_png_jpg.rf.a5d3e86d4f75066935080ccb2f6c717b.jpg,1,0
ck0rr6kut5kx30838ethvdv5u_jpeg_jpg.rf.8bf2bb971b9ee6aa8b19d9b5c2af33d5.jpg,0,1
fire1-282-_jpg.rf.1550b6f2fa0adac0e74e08d18fc51efd.jpg,1,0
ck0kosmizkqdq0a46xgz65fgt_jpeg_jpg.rf.b5d693a962445810ebf0d41139e19d28.jpg,0,1
fire1-1424-_jpg.rf.6fb440ff37fa08c7766895c2b11ac47a.jpg,1,0
NoiseWEBFire1384_jpg.rf.8030b681bd11e167fa490cac638c4d52.jpg,1,1
Img_2036_jpg.rf.45fa6d501770eb72c715568b7f826109.jpg,1,0
Img_1584_jpg.rf.ad94df2b9ac388be9ca93f22dd701cc5.jpg,1,0
fire1-341-_jpg.rf.0aae79e1a209c545bdcb914ae689926b.jpg,1,0
Img_45_jpg.rf.5435dd4234364065a88f04f8e84910d6.jpg,1,0
Img_1174_jpg.rf.b418bb06e772644eeac949bed2dfe19f.jpg,1,0
Img_32_jpg.rf.7e58d30fd74483b25489bb205d70db66.jpg,1,0
NoiseWEBSmoke2186_jpg.rf.b1f505623858ad31e4208c7b4a237f87.jpg,1,1
Img_1867_jpg.rf.bad095f6745f96d34959eea7acd582fa.jpg,1,0
fire1-207-_jpg.rf.05afd281202469815e6114d17bf42c8d.jpg,1,0
644_jpg.rf.45decd197284a9f05d5b21c11ba32451.jpg,1,1
fire1-300-_jpg.rf.48d4b7cbc2bf39c119f4e590dc5102a9.jpg,1,0
Img_1829_jpg.rf.8668eed11fc09996ac84513347fc95f4.jpg,1,0
Img_196_jpg.rf.05d9299f68a06ed6f3930622fec7dbd2.jpg,1,0
fire1-181-_jpg.rf.51dc9227caf921bdca3f1cf4bcc3c791.jpg,1,0
fire1-1297-_jpg.rf.aae8b92c49c0cf03a05c9cc83f2f2632.jpg,1,1
new_fire_fire-536_png_jpg.rf.4c8d7c5fd5033b6df0bcf8ea88ace0ef.jpg,1,0
Img_1606_jpg.rf.841bb310b21ced5ec94c2c6f113ad2e3.jpg,1,0
ck0nf4ks0js7z0848cku0h6t5_jpeg_jpg.rf.e336e2ac18161032a26a7595b8f55da0.jpg,0,1
Img_1444_jpg.rf.9f2b713adbfc8883073992aa7654f629.jpg,1,0
fire1-309-_jpg.rf.045664e2ac109b0e9a2d718cb6f45e2f.jpg,1,0
new_fire_fire-689_png_jpg.rf.0684faae0e6da617e8c824365c286f05.jpg,1,0
Img_1700_jpg.rf.b874c8b094dfb7f1d08827d7947d2187.jpg,1,0
NoiseWEBFire1107_jpg.rf.6f28131c68479190d9fdf483737667c1.jpg,1,1
Img_2055_jpg.rf.467a1769427a8497a48f7ddd4075ce38.jpg,1,0
Img_1987_jpg.rf.cb3fdc046f8df0aca2380737df2575ba.jpg,1,0
Img_1584_jpg.rf.5591b7f01c0323e62c871a232b39cc10.jpg,1,0
Img_537_jpg.rf.6fc43cec10218b4ab6ec1a30167d4167.jpg,1,0
Img_184_jpg.rf.e9ff3c7769383ef12eec3000a0bff858.jpg,1,0
fire1-95-_jpg.rf.e5d283daa98d846cd9dcab6458abdbb1.jpg,1,0
Img_1646_jpg.rf.2948ba378044a6e0e05b0b01936fe9a5.jpg,1,0
fire1-244-_jpg.rf.534d4aeaba8ac83d352ef536da958125.jpg,1,0
Img_1126_jpg.rf.a01f471d5a10637a80513f7319588923.jpg,1,0
Img_206_jpg.rf.1c11d98d2489b96b54167aec5824593e.jpg,1,0
new_fire_fire-566_png_jpg.rf.3869fd0117d28a56b1b3ff966b573ed6.jpg,1,0
fire1-155-_jpg.rf.79feaa660b89e3afa9dab288d0d10ca0.jpg,1,0
fire1-242-_jpg.rf.20c53f69bb154434c56a2a7eed7aaa18.jpg,1,0
ck0qb7h0asvnf0a46l0myka01_jpeg_jpg.rf.87c96617a46faaca3713fab62c09a385.jpg,0,1
Img_234_jpg.rf.4a8d43756660981acb5958f8635291e4.jpg,1,0
Img_1822_jpg.rf.7901ec9eb02f7a2cb8203c9fe6b8be5b.jpg,1,0
WEBSmoke1073_jpg.rf.f4364ea9f3ba93bc20c8dda5c90c97e7.jpg,1,1
fire1-729-_jpg.rf.2ae39ea1c2d2479d271affd63364b608.jpg,1,0
new_fire_fire-531_png_jpg.rf.807bec5c4a198bcae82ff0e8d8a597f5.jpg,1,0
MirrorWEBFire2085_jpg.rf.9bfbd7f6021225d865fad203b4db1653.jpg,1,1
Img_1645_jpg.rf.99859cf114fba932ae791253e4270a76.jpg,1,0
Img_1196_jpg.rf.90fa47afc2f4405b552bad0005ce2ca4.jpg,1,0
NoiseWEBSmoke1218_jpg.rf.0985d97b98f99233fdf662f13442c895.jpg,1,1
Img_1084_jpg.rf.9a0d094392cc5561d5041738a338c3f2.jpg,1,0
Img_1856_jpg.rf.e64668d378131c0898946322689348a9.jpg,1,0
Img_2011_jpg.rf.2910bf4b6ba564190e037576a81b2aa9.jpg,1,0
Img_200_jpg.rf.a71de541fddc3878ff9fe92074c711fb.jpg,1,0
fire1-523-_jpg.rf.93dc159bd2e367d69e3f39645e8dcbc8.jpg,1,0
istockphoto-172202319-612x612_jpg.rf.cbe52cdde8fc2fb937e7a15c032da30c.jpg,1,1
fire1-954-_jpg.rf.96391255364d22167494e7db0bb8b201.jpg,1,0
fire1-547-_jpg.rf.615e3a9e277b2d12f8b87e0b6c891aa6.jpg,1,0
Img_1919_jpg.rf.20433d64550393049bf9ee41d70c4059.jpg,1,0
fire1-237-_jpg.rf.8cd9b33f14cc067f0aceaad82c0aaa3c.jpg,1,0
NoiseWEBFire174_jpg.rf.bdfd6e6fca1533e86ff86d32be639d45.jpg,1,1
Img_1768_jpg.rf.3ef2568c0b7c69740aaf413e3b3dda73.jpg,1,0
fire1-473-_jpg.rf.128395cd95c6cc3dd92ac4cad9adef99.jpg,1,0
new_fire_fire-520_png_jpg.rf.f0980abe6ec22abdbe2b96d0f1914a7a.jpg,1,0
Img_1816_jpg.rf.75eb6ca259528a3569b317807ec2df53.jpg,1,0
Img_246_jpg.rf.01a9800ee8798bab5f3c2baaf3ee8f9e.jpg,1,0
MirrorWEBFire1207_jpg.rf.8905772e62af15c676c32898111d5422.jpg,1,1
NoiseWEBSmoke2954_jpg.rf.16eac050fee42104e2982dd6e1814faf.jpg,1,1
Img_52_jpg.rf.acc8ed21f84851a4f5bb3bb82c676120.jpg,1,0
6_jpg.rf.9c54456b319a84a9edb63c436e174db9.jpg,1,0
Img_397_jpg.rf.08be8f49c6d619dd1365383986a06546.jpg,1,0
Img_1455_jpg.rf.d20f00c389de532649306557eb94f801.jpg,1,0
WEBFire1364_jpg.rf.660824c6f1db2a885ffa1a6c0e0b17db.jpg,1,0
WEBFire1885_jpg.rf.0b6bba804956311ff81826587c3c4e6a.jpg,1,1
new_fire_fire-522_png_jpg.rf.6bed430dfe1d1825cb1bf0eda0802976.jpg,1,0
Img_1421_jpg.rf.207c2f36a7785a679f81aebada7cf165.jpg,1,0
ck0km4hlk63zp0863ur0owhkg_jpeg_jpg.rf.fc82346d6aa7b82d81fdf560d8432115.jpg,0,1
Img_1383_jpg.rf.0353ab2ef2118320b08b4c6d9fbfea59.jpg,1,0
Img_1134_jpg.rf.05eab31683ae65470ff393e3df6e7da9.jpg,1,0
fire1-1177-_jpg.rf.8b67f355a3119398e89acb9b56da279a.jpg,1,0
Img_1978_jpg.rf.19b21018beb403b811d8fe9e047e2520.jpg,1,0
fire1-17-_jpg.rf.8a206cbdc4243a2cd075e78348b7f1db.jpg,1,1
fire1-82-_jpg.rf.2203417f35fc9915b986caef5935c829.jpg,1,0
Img_344_jpg.rf.c51105f8c979247fc88c575e45194c8a.jpg,1,0
MirrorWEBFire2053_jpg.rf.4cc419961933bb09b9b6a7eb3edede21.jpg,1,1
Img_1973_jpg.rf.035d4388c7ed376e33292315c8f23fdc.jpg,1,0
Img_362_jpg.rf.25194eb124388c16215780c7088a147a.jpg,1,0
ck0knvsi36h390794sjhcf0ri_jpeg_jpg.rf.5fbfdc8e555efbcaea9e3338d18f0680.jpg,0,1
new_fire_64_jpg.rf.44676476eaa84b9e04fbded6d867feae.jpg,1,0
Img_1021_jpg.rf.dc630a679c25b8e1aa8afa3c90ceaf5c.jpg,1,0
WEBFire267_jpg.rf.cfd16a588bb4b999e0df07d4375e1f20.jpg,1,0
0060_jpg.rf.8e1676c699a1b8bd26ff7fe3f23991cb.jpg,1,1
NoiseWEBSmoke3015_jpg.rf.210dd56b9092de20da2fb374556a75b5.jpg,1,1
Img_1326_jpg.rf.ed5e82ef7b1b5f990b06d66f997c4fd0.jpg,1,0
ck0t5243y02ss0848d4w8z1bl_jpeg_jpg.rf.47721007d18d5308efef8a7222091a2e.jpg,0,1
0105_jpg.rf.178009eee657011c9dba53860d68486e.jpg,1,1
fire1-73-_jpg.rf.f12a94eae0faf98cd7b8f1878c0a834e.jpg,1,0
Img_1784_jpg.rf.6903a2dce768c89ff7800c45bb62c7b3.jpg,1,0
WEBFire1556_jpg.rf.e8bba885c89aede8c589562b33fb2a85.jpg,1,0
Img_1158_jpg.rf.83036e9df1b14fe33491e1935df798ea.jpg,1,0
NoiseWEBSmoke2530_jpg.rf.a0897bc7f0914aefb354b1365b620e10.jpg,1,1
Img_1716_jpg.rf.e80d60ba631e6810fbde915c645e332d.jpg,1,0
Img_438_jpg.rf.77c49f291ab9e7a36d28779e225b43f5.jpg,1,0
23_jpg.rf.24477741d7cebe3000c249dc68236620.jpg,1,0
NoiseWEBFP1265_jpg.rf.291a536da6f1d3bb130a123126a54edc.jpg,0,1
fire1-474-_jpg.rf.13f671bda9d81459311623c7f54d9070.jpg,1,1
Img_1427_jpg.rf.3a3b6289bec2f0f2005be965834a9ee9.jpg,1,0
WEBSmoke2356_jpg.rf.d92e08148db13d95cd6da577977816a9.jpg,1,0
Img_1873_jpg.rf.21dd04b28cb9e46231587b81c136f996.jpg,1,0
Img_1175_jpg.rf.98c41b0597ff65e530772cdff1ac4852.jpg,1,0
Img_1906_jpg.rf.42e4d93057820321634dc545ff37f623.jpg,1,0
fire1-959-_jpg.rf.58b30884bfc364e77b13339e50f29a52.jpg,1,1
Img_1114_jpg.rf.06d60ef2fac569736a30bbcb2cc0047f.jpg,1,0
WEBFire2013_jpg.rf.55e57863d055524c582fc1b32ba5f667.jpg,1,1
Img_371_jpg.rf.bcc4dfe405ed4d7a965ad945ce27ec95.jpg,1,0
ck0na5s461w2n0794ifd5c5cs_jpeg_jpg.rf.c0e182f4a9f97bad8831bee932db6434.jpg,0,1
fire1-19-_jpg.rf.49484f4fcefefe2c676ec0647ac9755a.jpg,1,0
MirrorWEBFire1385_jpg.rf.42b91b449713768147fe1e017a914e83.jpg,1,0
Img_1409_jpg.rf.b1107d2bd6cd351cc321c45cf3b0faaa.jpg,1,0
fire1-28-_jpg.rf.658d889c4bc2ea01432bd4881949261c.jpg,1,1
Img_1471_jpg.rf.c6523eca7795a4368071c4e0eda7a187.jpg,1,0
ck0ncye0iiouc0848ostst7bq_jpeg_jpg.rf.44ebff30539e3b4437ba119878ae33fd.jpg,0,1
Img_566_jpg.rf.6b0740acbfea3962a9cf5acdc7f7c3f6.jpg,1,0
new_fire_fire-541_png_jpg.rf.6e95bcce30fc0ba914e79da2edcec464.jpg,1,0
Img_1443_jpg.rf.893898dd1636b968a50a998644ae92b7.jpg,1,0
fire1-15-_jpg.rf.a5ae62d807d170b08454f1e68130dca2.jpg,1,1
MirrorWEBFire949_jpg.rf.605fb596cfaa701708f710a66db3749f.jpg,1,0
Img_194_jpg.rf.c6685d7bc14cfe425ed866a1e73c004d.jpg,1,0
Img_1184_jpg.rf.b527166a688df77251cd1db8e866d770.jpg,1,0
fire1-227-_jpg.rf.d11670473965c09bae93f69450a22998.jpg,1,0
WEBFire299_jpg.rf.bdaebe2f737d5b0cd828128c19ca5e5b.jpg,1,1
Img_2048_jpg.rf.17ba09435c9fe72a900d3921a19954a6.jpg,1,0
WEBFire185_jpg.rf.52333a8409116314083190f9de1d597c.jpg,1,1
Img_1266_jpg.rf.ef1d129f19cbd8212928bd355b512265.jpg,1,0
Img_83_jpg.rf.18dc2fcafca6941fbed5efaddfe9bf1e.jpg,1,0
WEBSmoke2332_jpg.rf.2d84c0c9ea4f56a0ed7320cc7dae76d5.jpg,1,1
Img_1169_jpg.rf.cbdf82523ffddce744944c3308335afc.jpg,1,0
WEBFire1717_jpg.rf.ba57fdf76a2b85c7501059cde6a4277b.jpg,1,0
fire1-367-_jpg.rf.f933f257078363195e347d4cf51f873e.jpg,1,0
